"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"ITM2B",3.31270886822354e-45,-1.01961229043909,0.763,0.858,1.24749990559562e-40,"ITM2B"
"LY6K",4.04211350689013e-45,2.4016461952178,0.323,0.075,1.52217910442469e-40,"LY6K"
"GRWD1",4.68317770039315e-45,1.62494692943882,0.709,0.416,1.76359105841405e-40,"GRWD1"
"FAM92A1",4.72163010906426e-45,1.5352717667232,0.554,0.246,1.77807146647142e-40,"FAM92A1"
"MARCKS",6.68468972220008e-45,0.756318659489892,0.749,0.381,2.51732045558611e-40,"MARCKS"
"AEN",8.38019761512775e-45,1.52106170355349,0.605,0.303,3.15581481790481e-40,"AEN"
"RPL36A",8.42495880604449e-45,0.687039877586463,0.989,0.975,3.17267098718023e-40,"RPL36A"
"VCX3A",8.93111945475155e-45,6.62200736673231,0.188,0.01,3.36328096427034e-40,"VCX3A"
"RPL29",9.9866126333837e-45,0.541456211454029,0.99,0.985,3.76075858547964e-40,"RPL29"
"CDR1",1.15060043238926e-44,2.28455373729006,0.221,0.023,4.33293110829146e-40,"CDR1"
"CREB5",1.47074937640181e-44,-2.27224651020316,0.112,0.388,5.53854800165393e-40,"CREB5"
"ARL6IP5",1.67020390888341e-44,-1.08804801112306,0.621,0.793,6.28965388007313e-40,"ARL6IP5"
"SPON2",1.69388380262861e-44,-0.999355347316145,0.229,0.55,6.37882762393883e-40,"SPON2"
"HPCAL1",2.39566265060146e-44,-1.88925340310429,0.304,0.579,9.02158640963497e-40,"HPCAL1"
"ZNF749",3.35467005338915e-44,1.31802866500602,0.561,0.241,1.26330164870529e-39,"ZNF749"
"ZBED3-AS1",3.41420366202497e-44,3.69515162774154,0.234,0.031,1.28572081504536e-39,"ZBED3-AS1"
"EEF1G",3.88670228220381e-44,0.705740467323147,0.99,0.982,1.46365434543231e-39,"EEF1G"
"ZNF286A",4.2576284584848e-44,1.75433221788835,0.788,0.52,1.60333772489621e-39,"ZNF286A"
"NONO",4.6153975725851e-44,0.742639782433515,0.961,0.916,1.7380664178841e-39,"NONO"
"SOX11",4.80771218751655e-44,6.44849095710644,0.201,0.017,1.81048825557498e-39,"SOX11"
"RPS23",5.19678720979942e-44,0.715660305077733,0.983,0.989,1.95700612746627e-39,"RPS23"
"UTRN",5.23449199465734e-44,-1.77064046103492,0.251,0.548,1.97120499534806e-39,"UTRN"
"TSR1",9.02457359492139e-44,1.33527590771687,0.714,0.419,3.3984739243755e-39,"TSR1"
"RGS16",9.52364639944602e-44,4.14854099689252,0.286,0.061,3.58641476110338e-39,"RGS16"
"CLIP3",1.04499704372329e-43,2.38372798111106,0.335,0.086,3.93524986725318e-39,"CLIP3"
"TULP4",1.06833663484262e-43,1.79476963580178,0.819,0.654,4.02314209949034e-39,"TULP4"
"SLC39A14",1.33699060840647e-43,-2.5948040770748,0.323,0.547,5.0348392331371e-39,"SLC39A14"
"RPS21",1.81157938025922e-43,0.812006219657401,0.971,0.949,6.82204563018015e-39,"RPS21"
"PIK3C2B",2.6289907608771e-43,1.44985593593861,0.673,0.352,9.900253407311e-39,"PIK3C2B"
"GPNMB",2.80958724070588e-43,-0.869892853827908,0.657,0.921,1.05803436310502e-38,"GPNMB"
"FUS",2.86244405954175e-43,0.798691488114986,0.958,0.892,1.07793918394223e-38,"FUS"
"HLX",3.22819961902538e-43,2.9070213384374,0.263,0.046,1.21567541253258e-38,"HLX"
"PRKCDBP",3.53684579516813e-43,-2.24822110177031,0.289,0.557,1.33190538954441e-38,"PRKCDBP"
"METAP2",4.33099348945361e-43,1.23646768078677,0.825,0.584,1.63096552825844e-38,"METAP2"
"NACA",4.4475165858304e-43,0.771906547386795,0.988,0.985,1.67484579589201e-38,"NACA"
"CDC42EP1",4.83893617324979e-43,1.92409646874445,0.349,0.096,1.82224658412241e-38,"CDC42EP1"
"PKNOX2",5.37001459785819e-43,1.32117897778004,0.496,0.193,2.02224009726144e-38,"PKNOX2"
"DCAF13",5.48540137490179e-43,1.08219094417981,0.777,0.527,2.06569244976052e-38,"DCAF13"
"NFKBIA",5.49646155836789e-43,-1.32024465415964,0.39,0.649,2.06985749365018e-38,"NFKBIA"
"IGF1R",6.29302443443927e-43,-1.60809291933224,0.554,0.737,2.36982714152114e-38,"IGF1R"
"PPAP2C",6.64538450130146e-43,2.57513351162122,0.221,0.026,2.5025188955001e-38,"PPAP2C"
"RPL13",7.1113218227821e-43,0.689861565170931,0.998,1,2.67798157202328e-38,"RPL13"
"UQCRFS1",8.0863293108701e-43,0.927848395382485,0.783,0.572,3.04514989188746e-38,"UQCRFS1"
"RPL37A",8.09909091205694e-43,0.569573860972769,0.993,0.993,3.0499556556624e-38,"RPL37A"
"PLEKHB1",1.03267989964795e-42,-0.93558695632106,0.333,0.645,3.88886596609427e-38,"PLEKHB1"
"HNRNPA1P10",1.09486416478739e-42,1.22920187253901,0.915,0.808,4.12303947175634e-38,"HNRNPA1P10"
"B3GAT1",1.20121253102406e-42,5.83046300760578,0.171,0.006,4.5235261493304e-38,"B3GAT1"
"CDK4",1.6198487113398e-42,0.930319644995716,0.915,0.797,6.10002627716341e-38,"CDK4"
"USP53",1.71398191817979e-42,-2.05857622453889,0.166,0.448,6.45451310748147e-38,"USP53"
"SOD1",1.85754155848691e-42,-0.693192798895961,0.882,0.953,6.99513000095002e-38,"SOD1"
"RBM34",1.95589759370345e-42,0.879964664504103,0.958,0.769,7.36551915836846e-38,"RBM34"
"HJURP",2.29697745247925e-42,1.73527907812291,0.637,0.293,8.64995769054637e-38,"HJURP"
"LINC00662",2.37636608647795e-42,1.27521521335616,0.656,0.321,8.94891940845865e-38,"LINC00662"
"FES",2.48430117864316e-42,2.10614013450051,0.365,0.113,9.3553813785344e-38,"FES"
"PHB2",2.95480067115303e-42,0.849168980398501,0.893,0.735,1.11271883674281e-37,"PHB2"
"RPL5",3.14187631633722e-42,0.755285332078495,0.995,0.993,1.18316778320627e-37,"RPL5"
"NFKBIZ",3.20194022393675e-42,-3.13359895456918,0.297,0.545,1.2057866495301e-37,"NFKBIZ"
"GAS5",3.79475213508617e-42,1.0616371496678,0.93,0.913,1.42902775903075e-37,"GAS5"
"GAGE12E",3.9865122307816e-42,5.72744487579666,0.165,0.004,1.50124077586774e-37,"GAGE12E"
"GAGE12C",3.99660308566407e-42,5.73041474176563,0.165,0.004,1.50504078999937e-37,"GAGE12C"
"VAMP8",5.06622045247319e-42,-1.38945685435131,0.244,0.542,1.90783729799236e-37,"VAMP8"
"PPP1R9A",5.41846507487993e-42,-2.76535657327373,0.197,0.457,2.04048557789828e-37,"PPP1R9A"
"CRISPLD1",5.56680497912428e-42,1.81910440818342,0.434,0.164,2.09634741903862e-37,"CRISPLD1"
"TP53INP1",5.70680826757021e-42,1.75095166833771,0.385,0.124,2.14906985740159e-37,"TP53INP1"
"DLG5",6.38840060531854e-42,1.58764335623264,0.38,0.117,2.40574389995086e-37,"DLG5"
"TRIM28",6.65363399356152e-42,1.22128387099633,0.582,0.29,2.5056254892954e-37,"TRIM28"
"GAGE2E",7.15540998213497e-42,8.67572600210197,0.158,0.003,2.69458429107239e-37,"GAGE2E"
"BEX1",7.40506020794273e-42,7.2611732517674,0.161,0.003,2.78859757310708e-37,"BEX1"
"LIN28B",7.61339987052848e-42,3.7473302240001,0.188,0.014,2.86705412324361e-37,"LIN28B"
"NOSIP",8.66508417377113e-42,1.37362765336911,0.612,0.325,3.26309739815873e-37,"NOSIP"
"FBLN1",8.93875459905932e-42,2.37970556854186,0.616,0.338,3.36615620691376e-37,"FBLN1"
"SQSTM1",9.82748750622997e-42,-0.801884209849583,0.832,0.911,3.70083524509608e-37,"SQSTM1"
"GAGE12G",9.90625120800831e-42,5.61395960937467,0.161,0.003,3.73049607991177e-37,"GAGE12G"
"DCBLD2",1.22635147857927e-41,-2.51842679117461,0.315,0.549,4.61819439803382e-37,"DCBLD2"
"ZBTB38",1.73079525805143e-41,-2.03682203941341,0.413,0.628,6.51782878277009e-37,"ZBTB38"
"PRAME",1.825033843954e-41,0.905736349310688,0.941,0.879,6.87271244956196e-37,"PRAME"
"GAGE12H",2.12460398561366e-41,6.42956322194357,0.155,0.002,8.00083368902392e-37,"GAGE12H"
"PDCD11",2.23114598338919e-41,1.36716294050591,0.565,0.27,8.40204954424702e-37,"PDCD11"
"C20orf112",2.23794715407363e-41,1.2029906771059,0.814,0.589,8.42766139281049e-37,"C20orf112"
"BMP7",2.25237109383037e-41,1.47535449684419,0.749,0.414,8.4819790651464e-37,"BMP7"
"BCL7A",2.42538957788249e-41,1.72354163858123,0.382,0.117,9.13353207238987e-37,"BCL7A"
"FBL",2.48809510177648e-41,0.904256037729278,0.82,0.583,9.36966853426987e-37,"FBL"
"RPS12",2.65776010768369e-41,0.581023792252806,0.999,0.997,1.00085930135152e-36,"RPS12"
"ZFP36L1",3.09844214638342e-41,0.969503900819694,0.91,0.835,1.16681134348507e-36,"ZFP36L1"
"MFAP4",3.67394503483218e-41,9.30624223628763,0.156,0.003,1.3835342212171e-36,"MFAP4"
"MSI1",4.53063411576917e-41,3.90074323511673,0.239,0.039,1.70614619531635e-36,"MSI1"
"TRO",4.76817289566164e-41,1.92492676496287,0.36,0.113,1.79559854904826e-36,"TRO"
"HDAC2",4.99450119510969e-41,1.25192841364256,0.911,0.766,1.88082926005441e-36,"HDAC2"
"FLJ43663",5.44175044357636e-41,-2.67780788632792,0.161,0.426,2.04925438204199e-36,"FLJ43663"
"ATP5A1",6.54745188280852e-41,0.730605958131796,0.929,0.866,2.46563943002803e-36,"ATP5A1"
"ADAMTS2",6.62519941909676e-41,4.61576066007387,0.308,0.079,2.49491759724346e-36,"ADAMTS2"
"CYP7B1",7.40144422570121e-41,2.13833528184299,0.3,0.071,2.78723586651456e-36,"CYP7B1"
"RPL13AP3",1.00013401702679e-40,0.79977435148758,0.504,0.193,3.76630468131948e-36,"RPL13AP3"
"DAGLA",1.01425945113221e-40,2.86390272922168,0.236,0.036,3.81949824107367e-36,"DAGLA"
"NCL",1.08604248838316e-40,0.549318102019696,0.96,0.951,4.08981880275331e-36,"NCL"
"HN1",1.27909287718648e-40,2.0654061994217,0.63,0.382,4.81680795690883e-36,"HN1"
"TPM4",1.30937858758001e-40,1.05693738663964,0.857,0.633,4.93085788510882e-36,"TPM4"
"ATP1B1",1.54581331444453e-40,-1.5164744605678,0.502,0.697,5.82122377953521e-36,"ATP1B1"
"RPL36",1.72676366458854e-40,0.626529244669665,0.961,0.96,6.50264660810754e-36,"RPL36"
"UCK2",1.80649248652805e-40,1.17010884985503,0.653,0.328,6.80288940576734e-36,"UCK2"
"CCDC144C",1.85818263300476e-40,2.47310029132023,0.414,0.145,6.99754415936933e-36,"CCDC144C"
"C10orf54",3.02045723852339e-40,-3.62780341783656,0.046,0.277,1.13744378688314e-35,"C10orf54"
"RBBP4",3.65514288103363e-40,0.907388313952516,0.95,0.855,1.37645370613964e-35,"RBBP4"
"SULT1C4",3.91824424892027e-40,3.43212400630669,0.212,0.027,1.4755324192584e-35,"SULT1C4"
"GAGE2D",4.17501719951688e-40,7.09156084443194,0.155,0.003,1.57222797699407e-35,"GAGE2D"
"RPL39",4.75109636782567e-40,0.578533598012476,0.975,0.982,1.78916787019579e-35,"RPL39"
"SNHG6",5.20472248083424e-40,0.693464466423775,0.872,0.731,1.95999439183256e-35,"SNHG6"
"KRTAP19-1",5.20843215253917e-40,4.66272859801631,0.157,0.004,1.9613913800032e-35,"KRTAP19-1"
"PIPSL",5.24231058216156e-40,1.44780274954139,0.355,0.101,1.9741493190304e-35,"PIPSL"
"SDK2",6.9898531574222e-40,4.65012144722867,0.201,0.023,2.63223890202205e-35,"SDK2"
"DPYSL2",8.40180517298885e-40,-1.17063481086651,0.329,0.615,3.16395179204414e-35,"DPYSL2"
"MEX3A",9.27215525347855e-40,2.04603131366047,0.305,0.077,3.49170822535495e-35,"MEX3A"
"DLL1",1.09628652637944e-39,5.09355279069658,0.161,0.006,4.1283958010397e-35,"DLL1"
"WASH1",1.22841650960512e-39,1.12597776033267,0.552,0.237,4.62597089187096e-35,"WASH1"
"CRABP2",1.43456650502976e-39,4.44891557188178,0.201,0.023,5.40229054464108e-35,"CRABP2"
"CLEC2B",1.60091458338186e-39,-1.72618945521336,0.152,0.427,6.02872413809942e-35,"CLEC2B"
"SS18L1",1.64870298926417e-39,1.93682671682584,0.61,0.324,6.208685716971e-35,"SS18L1"
"CHL1",1.75937609231889e-39,-1.53735372602059,0.191,0.483,6.62545848845446e-35,"CHL1"
"IL1RAP",1.83331938353595e-39,-2.32340698596895,0.196,0.462,6.9039141345197e-35,"IL1RAP"
"AUTS2",1.90356598800307e-39,2.12642219999891,0.279,0.062,7.16844879762195e-35,"AUTS2"
"TRAF7",2.11202777786511e-39,1.10640366392284,0.749,0.458,7.95347420588445e-35,"TRAF7"
"HMGN1",2.11635362589076e-39,0.856512833718778,0.928,0.813,7.96976448437944e-35,"HMGN1"
"FAM53B",2.44696832881871e-39,1.40428469004645,0.465,0.185,9.2147933326655e-35,"FAM53B"
"GAGE4",2.909557933734e-39,5.61800388153641,0.15,0.003,1.09568132668555e-34,"GAGE4"
"TNFRSF12A",2.98792517706615e-39,-2.61897551009097,0.183,0.435,1.12519286317957e-34,"TNFRSF12A"
"SET",3.15696864552584e-39,0.844702325049932,0.979,0.952,1.18885125253212e-34,"SET"
"CALM3",3.18230030465148e-39,1.0609493600376,0.812,0.547,1.19839064872565e-34,"CALM3"
"RGL1",3.2328245811042e-39,2.11045446555662,0.423,0.164,1.21741708075222e-34,"RGL1"
"SH3PXD2A",3.45050014181355e-39,0.863903775346467,0.495,0.199,1.29938934340415e-34,"SH3PXD2A"
"PIH1D1",3.48790928009858e-39,1.42210239340608,0.66,0.388,1.31347687669952e-34,"PIH1D1"
"TRPM1",3.60142949709531e-39,0.552355822313012,0.645,0.311,1.35622632001615e-34,"TRPM1"
"RPL18A",3.9199079825323e-39,0.455759720420456,0.989,0.986,1.47615894806202e-34,"RPL18A"
"RPL35",4.2031832002636e-39,0.509136811383099,0.97,0.976,1.58283472955527e-34,"RPL35"
"EEF1A1",5.47716699574906e-39,0.534509986219668,0.999,1,2.06259154725918e-34,"EEF1A1"
"LIMD2",5.84271174875263e-39,0.694435363809103,0.645,0.319,2.20024839034527e-34,"LIMD2"
"SSBP3",6.10089580212192e-39,1.67519027998405,0.423,0.158,2.29747534116307e-34,"SSBP3"
"TIMM22",6.70152951823079e-39,1.41243216305171,0.511,0.234,2.52366198597535e-34,"TIMM22"
"TPM1",8.14436790821452e-39,1.32458604547445,0.498,0.222,3.06700606687542e-34,"TPM1"
"UBE2C",9.02895534066962e-39,3.16398543378054,0.382,0.135,3.40012400218936e-34,"UBE2C"
"FGFR1",1.42142110541126e-38,-2.78748067007437,0.338,0.544,5.35278759875771e-34,"FGFR1"
"ONECUT1",1.51334304290923e-38,4.15849079763241,0.15,0.003,5.69894723098757e-34,"ONECUT1"
"BUB3",1.59754084914566e-38,1.46956836891168,0.688,0.446,6.01601932971271e-34,"BUB3"
"KLF4",1.87678841776812e-38,-2.87219071625147,0.13,0.382,7.06760982363119e-34,"KLF4"
"TCF4",1.8810706051963e-38,4.48341274969207,0.228,0.04,7.08373568504823e-34,"TCF4"
"SERPINH1",1.90235724750563e-38,1.2812357406847,0.8,0.581,7.1638969226567e-34,"SERPINH1"
"BZW2",1.91198675006339e-38,0.900529303263794,0.788,0.514,7.20015970338871e-34,"BZW2"
"LOC100128252",2.1402041471358e-38,2.23796395330295,0.313,0.087,8.05958077728401e-34,"LOC100128252"
"IL6ST",2.23493686399641e-38,-1.39333656888806,0.454,0.675,8.41632524243766e-34,"IL6ST"
"IFI35",2.27707585583333e-38,-1.73577846676718,0.3,0.556,8.57501225789716e-34,"IFI35"
"FOS",2.38845740283303e-38,-1.73230251435327,0.641,0.808,8.99445288758861e-34,"FOS"
"PLP2",2.579078768029e-38,-1.00914397898451,0.47,0.722,9.71229482464363e-34,"PLP2"
"SRSF7",3.2485487192198e-38,0.904172457526876,0.843,0.674,1.22333847668379e-33,"SRSF7"
"GAGE12J",3.31660624601692e-38,6.35593179906285,0.143,0.002,1.24896758012505e-33,"GAGE12J"
"ARHGAP11A",4.08534343326379e-38,1.60581166347704,0.591,0.278,1.53845863009848e-33,"ARHGAP11A"
"SMS",4.38007077961003e-38,0.955006425880304,0.815,0.619,1.64944705418554e-33,"SMS"
"CSGALNACT1",5.06425829555556e-38,-2.21284913727094,0.226,0.474,1.90709838894031e-33,"CSGALNACT1"
"ZBTB20",5.64673470713738e-38,-2.16733433334892,0.249,0.504,2.1264473560138e-33,"ZBTB20"
"RPL14",6.02274301150326e-38,0.422219648608035,0.98,0.989,2.2680445632719e-33,"RPL14"
"AEBP1",6.71459268352526e-38,-1.75504124008958,0.59,0.731,2.52858131276194e-33,"AEBP1"
"ATP9A",6.72951400228826e-38,-2.3270792788698,0.202,0.456,2.53420038298171e-33,"ATP9A"
"HSPA8",6.87665592037251e-38,0.604563624992406,0.99,0.977,2.58961108649388e-33,"HSPA8"
"CDK1",8.14827256014443e-38,2.9742489848087,0.294,0.08,3.06847648069919e-33,"CDK1"
"TMX4",8.98468515177204e-38,-1.25443534165584,0.409,0.66,3.38345273445431e-33,"TMX4"
"ARPC5",9.01313251844559e-38,0.830116369577761,0.897,0.763,3.39416544379624e-33,"ARPC5"
"NME4",9.66716001698232e-38,1.12726929768196,0.792,0.535,3.6404591191952e-33,"NME4"
"MOB3B",1.15188838425753e-37,1.39264114190597,0.393,0.14,4.33778127743699e-33,"MOB3B"
"MAP1LC3A",1.15348203427867e-37,1.25868233347584,0.481,0.196,4.34378264468661e-33,"MAP1LC3A"
"AHCY",1.16364668137615e-37,0.758891108642854,0.842,0.648,4.3820606727263e-33,"AHCY"
"ADM",1.16373069730098e-37,-2.73285325231683,0.091,0.335,4.38237705989602e-33,"ADM"
"UFC1",1.33189124625024e-37,0.803328927556608,0.873,0.733,5.01563605512915e-33,"UFC1"
"TNFSF4",1.3682385972833e-37,-4.3058452353703,0.067,0.291,5.15251290964944e-33,"TNFSF4"
"GPM6B",1.51327228091054e-37,1.21914214003018,0.763,0.66,5.69868075545292e-33,"GPM6B"
"ISG20L2",1.60613124722898e-37,1.26204000644937,0.704,0.407,6.0483690508149e-33,"ISG20L2"
"SQRDL",1.71280365058491e-37,-2.64470499753477,0.045,0.269,6.45007598737264e-33,"SQRDL"
"NEAT1",1.76866747066585e-37,-1.10807725467316,0.707,0.821,6.66044796103347e-33,"NEAT1"
"BCCIP",1.77880330262912e-37,1.1313985369651,0.686,0.41,6.69861747704073e-33,"BCCIP"
"PPL",2.07743758387869e-37,-4.58756529326878,0.069,0.293,7.82321445337038e-33,"PPL"
"RPS26",2.4100562250129e-37,0.839275449657937,0.968,0.944,9.07578973215357e-33,"RPS26"
"SRPX",2.47519702223091e-37,-1.39395617138152,0.324,0.597,9.32109694631716e-33,"SRPX"
"RUSC1",2.76317416308971e-37,1.43940826470659,0.485,0.217,1.04055612633632e-32,"RUSC1"
"PRDX3",2.76436531402261e-37,0.908913738357874,0.818,0.669,1.04100468995464e-32,"PRDX3"
"FGD1",2.97031438252096e-37,1.95801423165609,0.425,0.171,1.11856099016974e-32,"FGD1"
"MCF2L",2.98663059276052e-37,1.69318465269269,0.364,0.122,1.12470534862175e-32,"MCF2L"
"GPATCH4",3.21131769945945e-37,1.15632758388115,0.713,0.467,1.20931801926244e-32,"GPATCH4"
"CLIP4",3.32043297861214e-37,-2.25429429774539,0.151,0.405,1.25040865108576e-32,"CLIP4"
"GJB1",3.48128119373183e-37,-1.43738215065969,0.289,0.566,1.31098087193553e-32,"GJB1"
"KLHDC3",3.61171202270154e-37,1.12622528266663,0.766,0.542,1.36009851350894e-32,"KLHDC3"
"ALDH1A2",4.02430137914337e-37,6.88766008149614,0.156,0.008,1.51547141335781e-32,"ALDH1A2"
"UPP1",4.64967076100672e-37,-1.39968369378517,0.335,0.608,1.75097301517991e-32,"UPP1"
"SOX13",4.73733613579764e-37,-2.34457118225467,0.254,0.497,1.78398604201867e-32,"SOX13"
"VPS72",5.12515665038383e-37,1.1884244008316,0.719,0.458,1.93003149140154e-32,"VPS72"
"AP2S1",5.3881556147204e-37,0.963192756614946,0.86,0.675,2.02907164139141e-32,"AP2S1"
"IMPDH2",6.6684474495286e-37,0.871878098557697,0.883,0.76,2.51120394054348e-32,"IMPDH2"
"RPS15",7.25309143019717e-37,0.457548756963715,0.986,0.99,2.73136917078365e-32,"RPS15"
"ACSL3",7.75996683339258e-37,-1.41949823989765,0.596,0.745,2.92224831011898e-32,"ACSL3"
"RPP25",7.87866938389276e-37,1.59574651520695,0.403,0.15,2.96694931658634e-32,"RPP25"
"BIRC3",8.94152213299073e-37,-3.37389250924987,0.056,0.281,3.36719840484165e-32,"BIRC3"
"CHP1",1.03213129483633e-36,0.713496255964782,0.995,0.98,3.88680003009464e-32,"CHP1"
"ZCCHC3",1.83351572254852e-36,0.940216545989257,0.43,0.157,6.90465350797323e-32,"ZCCHC3"
"NOP2",1.89228718641425e-36,1.35373307786768,0.596,0.331,7.12597508659878e-32,"NOP2"
"GATSL3",1.93103684653677e-36,-2.87600290330488,0.12,0.356,7.27189855668815e-32,"GATSL3"
"PAICS",2.15517103133939e-36,1.29596052995216,0.911,0.802,8.11594306981788e-32,"PAICS"
"WASH3P",2.16889540020545e-36,0.87249342910404,0.507,0.22,8.16762629809368e-32,"WASH3P"
"PBX1",2.25495541811258e-36,4.10784103695347,0.185,0.021,8.49171111352833e-32,"PBX1"
"CASP1",2.32494447890989e-36,-2.30030679142679,0.103,0.346,8.75527591867887e-32,"CASP1"
"SMIM15",2.32631508914728e-36,0.820373990047724,0.611,0.295,8.76043736271082e-32,"SMIM15"
"TPX2",2.47017108407263e-36,2.44867467951624,0.345,0.12,9.30217026840071e-32,"TPX2"
"COL12A1",2.76158768673095e-36,-4.17236647601841,0.047,0.262,1.03995869106914e-31,"COL12A1"
"HNRNPKP3",2.78717747547362e-36,1.22285784154022,0.347,0.103,1.04959529371386e-31,"HNRNPKP3"
"MRPS16",2.82852985201179e-36,1.15349623599347,0.934,0.787,1.0651677716706e-31,"MRPS16"
"HNRNPF",3.01622422015138e-36,0.743140462801265,0.882,0.724,1.13584971682461e-31,"HNRNPF"
"NF2",3.37274215966697e-36,0.985837477422157,0.95,0.833,1.27010724248739e-31,"NF2"
"IFI27",3.3742213045702e-36,-0.72651064383802,0.388,0.713,1.27066425887505e-31,"IFI27"
"BACE2",4.22511669231779e-36,-1.22377042069208,0.456,0.675,1.59109444399303e-31,"BACE2"
"MTG1",4.32811539393835e-36,1.02053544040055,0.628,0.354,1.6298816950493e-31,"MTG1"
"TFCP2",4.7769654098832e-36,1.42599393035154,0.373,0.128,1.79890963405382e-31,"TFCP2"
"CTTNBP2",5.15992814778149e-36,-3.86849223686454,0.045,0.257,1.94312574189155e-31,"CTTNBP2"
"HMGB1",6.59350803876005e-36,0.850392820735308,0.966,0.939,2.48298325723626e-31,"HMGB1"
"CA14",6.80043492634765e-36,0.480113554269956,0.539,0.234,2.560907784564e-31,"CA14"
"JAKMIP2",7.45947333668875e-36,1.95113910528438,0.605,0.298,2.80908846913025e-31,"JAKMIP2"
"CENPF",7.77763212129061e-36,1.68505953900603,0.445,0.195,2.92890070423562e-31,"CENPF"
"UBE2T",7.86405937457549e-36,1.70004758055114,0.449,0.199,2.96144747927764e-31,"UBE2T"
"CECR5",7.88562271717243e-36,1.1003797236942,0.641,0.35,2.9695678028328e-31,"CECR5"
"BGN",8.49310153156676e-36,2.34209810415958,0.279,0.07,3.19833217475741e-31,"BGN"
"SCD",9.18580512094169e-36,0.938913007815783,0.803,0.575,3.45919049244422e-31,"SCD"
"RPL12",9.61719072252345e-36,0.548191977820978,0.975,0.987,3.62164168228788e-31,"RPL12"
"GAGE2B",1.09243879984337e-35,7.86802482605952,0.143,0.005,4.11390603245017e-31,"GAGE2B"
"MIR4461",1.24203319790056e-35,1.00136302650765,0.87,0.696,4.67724861665394e-31,"MIR4461"
"PSMD4",1.25432067222879e-35,0.792877727498569,0.904,0.781,4.72352078747916e-31,"PSMD4"
"RPL7A",1.2748867970956e-35,0.625398659189651,0.968,0.976,4.8009687005026e-31,"RPL7A"
"PNPLA3",1.44532783319855e-35,1.31723718974405,0.544,0.243,5.4428155542591e-31,"PNPLA3"
"IGDCC3",1.5714924964857e-35,6.70181110811321,0.138,0.003,5.91792644326585e-31,"IGDCC3"
"RAN",1.60161928265061e-35,0.627223127538248,0.961,0.933,6.03137789460566e-31,"RAN"
"GNB2L1",1.6039753454406e-35,0.576218272164521,0.989,0.993,6.04025035586022e-31,"GNB2L1"
"SALL1",1.7293879708966e-35,4.01896086869326,0.153,0.009,6.51252922080241e-31,"SALL1"
"NPL",1.82358030780354e-35,1.21369423073482,0.484,0.218,6.86723872312656e-31,"NPL"
"LYRM9",1.85422619383889e-35,-2.59284707868637,0.157,0.394,6.9826450007585e-31,"LYRM9"
"TMEM11",1.8665922176293e-35,1.57311747529677,0.552,0.305,7.02921297314842e-31,"TMEM11"
"WASH2P",1.93692246386959e-35,0.827015186112824,0.59,0.281,7.29406261444009e-31,"WASH2P"
"PTRF",1.99534884309421e-35,-2.40924120560702,0.419,0.582,7.51408467332418e-31,"PTRF"
"HSPA1A",2.05715220231517e-35,-1.76297538351187,0.66,0.752,7.74682376347846e-31,"HSPA1A"
"TUBGCP2",2.11960883509699e-35,1.3789712846898,0.566,0.313,7.98202295120826e-31,"TUBGCP2"
"TYR",2.16703592865222e-35,-1.1947939808541,0.638,0.792,8.16062390011854e-31,"TYR"
"EEF1B2",2.28589227790457e-35,0.774424646736839,0.941,0.92,8.60821314013304e-31,"EEF1B2"
"PHKG1",2.35815509709684e-35,0.778163721946578,0.54,0.261,8.88034046464728e-31,"PHKG1"
"EGR3",3.44293614706664e-35,-3.21413096608747,0.097,0.326,1.29654089426235e-30,"EGR3"
"SOCS2",3.82658574766962e-35,2.20485305456912,0.313,0.094,1.44101566085743e-30,"SOCS2"
"ERBB3",3.91088442478898e-35,-1.08793785114518,0.653,0.796,1.47276085668703e-30,"ERBB3"
"APEX1",4.76990710471706e-35,0.887164239609725,0.85,0.696,1.79625161749435e-30,"APEX1"
"DHRS2",5.15009749951668e-35,3.77712674191323,0.332,0.108,1.93942371636799e-30,"DHRS2"
