"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PPP3R1",2.13563458287962e-05,0.33227800389663,0.311,0.241,0.49779506492341
"TP53",2.13820567777064e-05,-0.541256388936764,0.167,0.232,0.498394361431558
"TMEM97",2.15880624153774e-05,0.465774392193192,0.261,0.194,0.503196146840031
"PCDHGC3",2.15975513232702e-05,-0.559467727185962,0.082,0.136,0.503417323794105
"CLCN3",2.1615198859081e-05,-0.744659484586334,0.215,0.276,0.503828670206319
"TBC1D32",2.1632372431291e-05,0.51179941151093,0.158,0.104,0.504228969000961
"PAPD7",2.17264325429857e-05,-0.754246871925893,0.096,0.151,0.506421416144454
"TEAD1",2.19343895172418e-05,0.275838034033797,0.294,0.222,0.511268685257389
"ABRACL",2.20049994549884e-05,0.410175778192097,0.564,0.5,0.512914532296324
"CREB1",2.20102650527376e-05,0.285775246512862,0.46,0.382,0.51303726811426
"ADCK3",2.20712331508511e-05,-0.688788327551924,0.057,0.103,0.514458373513189
"CDK4",2.2329553411938e-05,0.2557205672244,0.545,0.469,0.520479560478863
